"","X","Y","station","rok","mies","tavg","opad","cisnienie"
"298",19.9603175597225,49.293820537783,"ZAKOPANE",2002,4,5.3,41.5,916.5
"381",19.9603175597225,49.293820537783,"ZAKOPANE",2002,5,13.7,159.5,917.6
"422",19.9603175597225,49.293820537783,"ZAKOPANE",2002,6,14.8,194.7,919.4
"423",19.9603175597225,49.293820537783,"ZAKOPANE",2002,7,16.7,140.8,918.5
"384",19.9603175597225,49.293820537783,"ZAKOPANE",2002,8,15.7,132.1,917.9
"385",19.9603175597225,49.293820537783,"ZAKOPANE",2002,9,9,130.1,918.9
"463",19.9603175597225,49.293820537783,"ZAKOPANE",2002,10,4.6,141.9,915.1
"464",19.9603175597225,49.293820537783,"ZAKOPANE",2002,11,4.3,27.4,913
"469",19.9603175597225,49.293820537783,"ZAKOPANE",2002,12,-5.8,34.3,918.5
"454",19.9603175597225,49.293820537783,"ZAKOPANE",2003,1,-4.7,41.8,913.1
"374",19.9603175597225,49.293820537783,"ZAKOPANE",2003,2,-6.9,45,919.6
"375",19.9603175597225,49.293820537783,"ZAKOPANE",2003,3,0,43.1,921.5
"376",19.9603175597225,49.293820537783,"ZAKOPANE",2003,4,3.7,72.7,916.5
"377",19.9603175597225,49.293820537783,"ZAKOPANE",2003,5,13.3,201.3,920.2
"378",19.9603175597225,49.293820537783,"ZAKOPANE",2003,6,15.7,51.2,919.5
"257",19.9603175597225,49.293820537783,"ZAKOPANE",2003,7,15.5,221.7,918.8
"258",19.9603175597225,49.293820537783,"ZAKOPANE",2003,8,16.8,36.4,920.2
"299",19.9603175597225,49.293820537783,"ZAKOPANE",2003,9,10.8,90.2,922.6
"300",19.9603175597225,49.293820537783,"ZAKOPANE",2003,10,3,72.6,914
"382",19.9603175597225,49.293820537783,"ZAKOPANE",2003,11,3.9,21.2,920.3
"383",19.9603175597225,49.293820537783,"ZAKOPANE",2003,12,-1.6,42,917.8
"479",19.9603175597225,49.293820537783,"ZAKOPANE",2004,1,-6,38.8,908.9
"478",19.9603175597225,49.293820537783,"ZAKOPANE",2004,2,-2.1,105.2,914.8
"475",19.9603175597225,49.293820537783,"ZAKOPANE",2004,3,0.1,64.5,919.1
"485",19.9603175597225,49.293820537783,"ZAKOPANE",2004,4,6.4,61.1,915.3
"490",19.9603175597225,49.293820537783,"ZAKOPANE",2004,5,8.7,150.3,915
"455",19.9603175597225,49.293820537783,"ZAKOPANE",2004,6,13.1,168.5,918.7
"333",19.9603175597225,49.293820537783,"ZAKOPANE",2004,7,14.6,319.6,919.1
"334",19.9603175597225,49.293820537783,"ZAKOPANE",2004,8,15.1,111.8,917.9
"335",19.9603175597225,49.293820537783,"ZAKOPANE",2004,9,10.2,43.4,921.7
"336",19.9603175597225,49.293820537783,"ZAKOPANE",2004,10,7.8,56.4,918
"337",19.9603175597225,49.293820537783,"ZAKOPANE",2004,11,1.3,86,917.1
"338",19.9603175597225,49.293820537783,"ZAKOPANE",2004,12,-2.1,15.4,918.2
"321",19.9603175597225,49.293820537783,"ZAKOPANE",2005,1,-3.5,93.8,916.3
"325",19.9603175597225,49.293820537783,"ZAKOPANE",2005,2,-5.1,47.2,913.7
"326",19.9603175597225,49.293820537783,"ZAKOPANE",2005,3,-2.5,39.4,914.5
"327",19.9603175597225,49.293820537783,"ZAKOPANE",2005,4,6,120.2,915.8
"328",19.9603175597225,49.293820537783,"ZAKOPANE",2005,5,10.9,116.7,918
"329",19.9603175597225,49.293820537783,"ZAKOPANE",2005,6,12.8,210.1,919.5
"330",19.9603175597225,49.293820537783,"ZAKOPANE",2005,7,15.9,152.7,917.9
"331",19.9603175597225,49.293820537783,"ZAKOPANE",2005,8,13.9,204.5,918.5
"332",19.9603175597225,49.293820537783,"ZAKOPANE",2005,9,11.3,87.3,921.8
"322",19.9603175597225,49.293820537783,"ZAKOPANE",2005,10,6.7,31.3,924.4
"323",19.9603175597225,49.293820537783,"ZAKOPANE",2005,11,0.3,47.9,917.7
"324",19.9603175597225,49.293820537783,"ZAKOPANE",2005,12,-3.4,78.7,913
"440",19.9603175597225,49.293820537783,"ZAKOPANE",2006,1,-7.2,18.1,923
"489",19.9603175597225,49.293820537783,"ZAKOPANE",2006,2,-4.8,43,912.1
"503",19.9603175597225,49.293820537783,"ZAKOPANE",2006,3,-2.2,90.9,909.8
"364",19.9603175597225,49.293820537783,"ZAKOPANE",2006,4,6.1,44,914.6
"365",19.9603175597225,49.293820537783,"ZAKOPANE",2006,5,10,157,917.7
"366",19.9603175597225,49.293820537783,"ZAKOPANE",2006,6,13.7,205.3,921.5
"367",19.9603175597225,49.293820537783,"ZAKOPANE",2006,7,17.9,52.3,923.1
"368",19.9603175597225,49.293820537783,"ZAKOPANE",2006,8,14.1,121.1,913.2
"369",19.9603175597225,49.293820537783,"ZAKOPANE",2006,9,12.6,32.9,921.3
"441",19.9603175597225,49.293820537783,"ZAKOPANE",2006,10,7.9,58.3,919
"482",19.9603175597225,49.293820537783,"ZAKOPANE",2006,11,2.8,97.4,917.5
"457",19.9603175597225,49.293820537783,"ZAKOPANE",2006,12,0.8,17.9,924.3
"355",19.9603175597225,49.293820537783,"ZAKOPANE",2007,1,0.9,90.2,914.2
"317",19.9603175597225,49.293820537783,"ZAKOPANE",2007,2,-0.6,51,912.1
"318",19.9603175597225,49.293820537783,"ZAKOPANE",2007,3,3.1,95.4,915.9
"319",19.9603175597225,49.293820537783,"ZAKOPANE",2007,4,6.8,24.3,920.7
"320",19.9603175597225,49.293820537783,"ZAKOPANE",2007,5,12.7,67.1,914.4
"442",19.9603175597225,49.293820537783,"ZAKOPANE",2007,6,15.4,155.8,916.5
"443",19.9603175597225,49.293820537783,"ZAKOPANE",2007,7,16.7,95.1,916.6
"431",19.9603175597225,49.293820537783,"ZAKOPANE",2007,8,15.6,170.8,918.2
"419",19.9603175597225,49.293820537783,"ZAKOPANE",2007,9,9,238.3,918.7
"396",19.9603175597225,49.293820537783,"ZAKOPANE",2007,10,4.8,135.6,922.7
"437",19.9603175597225,49.293820537783,"ZAKOPANE",2007,11,-1.3,92.1,914.7
"438",19.9603175597225,49.293820537783,"ZAKOPANE",2007,12,-3,45.2,921
"308",19.9603175597225,49.293820537783,"ZAKOPANE",2008,1,-0.4,47.6,919.5
"309",19.9603175597225,49.293820537783,"ZAKOPANE",2008,2,-0.2,22,923.7
"270",19.9603175597225,49.293820537783,"ZAKOPANE",2008,3,0.7,69.7,906
"271",19.9603175597225,49.293820537783,"ZAKOPANE",2008,4,6.2,59.5,911.8
"272",19.9603175597225,49.293820537783,"ZAKOPANE",2008,5,10.7,101.8,917.9
"273",19.9603175597225,49.293820537783,"ZAKOPANE",2008,6,15,83.1,918.6
"274",19.9603175597225,49.293820537783,"ZAKOPANE",2008,7,15.2,348.1,917.8
"275",19.9603175597225,49.293820537783,"ZAKOPANE",2008,8,15.5,108.7,918.1
"276",19.9603175597225,49.293820537783,"ZAKOPANE",2008,9,9.7,121.3,919.3
"277",19.9603175597225,49.293820537783,"ZAKOPANE",2008,10,7.6,102,919.6
"278",19.9603175597225,49.293820537783,"ZAKOPANE",2008,11,3.5,31.5,915.5
"279",19.9603175597225,49.293820537783,"ZAKOPANE",2008,12,-0.5,89.2,917.9
"262",19.9603175597225,49.293820537783,"ZAKOPANE",2009,1,-4.4,57.6,914.4
"255",19.9603175597225,49.293820537783,"ZAKOPANE",2009,2,-3.6,76.2,910.3
"445",19.9603175597225,49.293820537783,"ZAKOPANE",2009,3,-0.5,131.4,911.1
"420",19.9603175597225,49.293820537783,"ZAKOPANE",2009,4,8.8,12.7,918
"421",19.9603175597225,49.293820537783,"ZAKOPANE",2009,5,10.5,113.9,920
"497",19.9603175597225,49.293820537783,"ZAKOPANE",2009,6,12.9,229.5,916.2
"488",19.9603175597225,49.293820537783,"ZAKOPANE",2009,7,16.6,161.8,918.6
"502",19.9603175597225,49.293820537783,"ZAKOPANE",2009,8,15.5,156.5,921.6
"493",19.9603175597225,49.293820537783,"ZAKOPANE",2009,9,12.3,63.6,922.6
"263",19.9603175597225,49.293820537783,"ZAKOPANE",2009,10,4.8,131.2,916.4
"264",19.9603175597225,49.293820537783,"ZAKOPANE",2009,11,3.1,82.6,913.8
"265",19.9603175597225,49.293820537783,"ZAKOPANE",2009,12,-2.2,51.4,908.7
"495",19.9603175597225,49.293820537783,"ZAKOPANE",2010,1,-6.5,35.8,912.6
"499",19.9603175597225,49.293820537783,"ZAKOPANE",2010,2,-3.4,50.7,906.4
"500",19.9603175597225,49.293820537783,"ZAKOPANE",2010,3,0.2,36.4,915.5
"501",19.9603175597225,49.293820537783,"ZAKOPANE",2010,4,5.8,108.6,918.5
"483",19.9603175597225,49.293820537783,"ZAKOPANE",2010,5,10,375.2,912.8
"456",19.9603175597225,49.293820537783,"ZAKOPANE",2010,6,13.8,236,916.3
"414",19.9603175597225,49.293820537783,"ZAKOPANE",2010,7,16.8,317.4,919.5
"415",19.9603175597225,49.293820537783,"ZAKOPANE",2010,8,15.5,169.8,917.5
"416",19.9603175597225,49.293820537783,"ZAKOPANE",2010,9,9.3,174.6,917.4
"496",19.9603175597225,49.293820537783,"ZAKOPANE",2010,10,3.6,26.1,918.3
"487",19.9603175597225,49.293820537783,"ZAKOPANE",2010,11,4.8,60,908.4
"504",19.9603175597225,49.293820537783,"ZAKOPANE",2010,12,-5.5,54.8,909
"411",19.9603175597225,49.293820537783,"ZAKOPANE",2011,1,-3.5,35.5,917.4
"294",19.9603175597225,49.293820537783,"ZAKOPANE",2011,2,-3.9,19.2,917.1
"417",19.9603175597225,49.293820537783,"ZAKOPANE",2011,3,1.8,20.7,921.3
"405",19.9603175597225,49.293820537783,"ZAKOPANE",2011,4,7.1,73,918
"379",19.9603175597225,49.293820537783,"ZAKOPANE",2011,5,10.3,133.2,921
"380",19.9603175597225,49.293820537783,"ZAKOPANE",2011,6,14.4,203.7,918.7
"486",19.9603175597225,49.293820537783,"ZAKOPANE",2011,7,14.7,274.1,914.5
"460",19.9603175597225,49.293820537783,"ZAKOPANE",2011,8,16.3,118.8,919.5
"465",19.9603175597225,49.293820537783,"ZAKOPANE",2011,9,13.3,28.8,920.9
"412",19.9603175597225,49.293820537783,"ZAKOPANE",2011,10,5.7,65.6,922.4
"413",19.9603175597225,49.293820537783,"ZAKOPANE",2011,11,0.6,1.4,924.4
"293",19.9603175597225,49.293820537783,"ZAKOPANE",2011,12,-0.4,33.3,914
"448",19.9603175597225,49.293820537783,"ZAKOPANE",2012,1,-3.5,79.5,915.5
"370",19.9603175597225,49.293820537783,"ZAKOPANE",2012,2,-9.1,52.6,919.3
"371",19.9603175597225,49.293820537783,"ZAKOPANE",2012,3,1.3,35.2,922.6
"372",19.9603175597225,49.293820537783,"ZAKOPANE",2012,4,6.7,51.8,908.9
"373",19.9603175597225,49.293820537783,"ZAKOPANE",2012,5,11.5,92.8,917.8
"266",19.9603175597225,49.293820537783,"ZAKOPANE",2012,6,15.1,122.5,917.2
"267",19.9603175597225,49.293820537783,"ZAKOPANE",2012,7,16.6,128,919.4
"268",19.9603175597225,49.293820537783,"ZAKOPANE",2012,8,16,73.7,920.8
"256",19.9603175597225,49.293820537783,"ZAKOPANE",2012,9,12.5,64.5,919.3
"462",19.9603175597225,49.293820537783,"ZAKOPANE",2012,10,7,100.5,915.7
"468",19.9603175597225,49.293820537783,"ZAKOPANE",2012,11,4.3,47.9,916.3
"473",19.9603175597225,49.293820537783,"ZAKOPANE",2012,12,-3.9,35.5,913.1
"467",19.9603175597225,49.293820537783,"ZAKOPANE",2013,1,-4.4,75.7,911.1
"407",19.9603175597225,49.293820537783,"ZAKOPANE",2013,2,-3.2,69.6,912
"408",19.9603175597225,49.293820537783,"ZAKOPANE",2013,3,-2.6,95.8,909
"435",19.9603175597225,49.293820537783,"ZAKOPANE",2013,4,6.6,21.7,916.6
"436",19.9603175597225,49.293820537783,"ZAKOPANE",2013,5,11.3,136.6,913.6
"450",19.9603175597225,49.293820537783,"ZAKOPANE",2013,6,14.7,190.9,918.1
"451",19.9603175597225,49.293820537783,"ZAKOPANE",2013,7,15.9,94,921.9
"452",19.9603175597225,49.293820537783,"ZAKOPANE",2013,8,16,68.6,921.5
"453",19.9603175597225,49.293820537783,"ZAKOPANE",2013,9,9.2,137.8,917.3
"447",19.9603175597225,49.293820537783,"ZAKOPANE",2013,10,7.9,57.1,921
"474",19.9603175597225,49.293820537783,"ZAKOPANE",2013,11,2.7,126.9,915.4
"480",19.9603175597225,49.293820537783,"ZAKOPANE",2013,12,-0.4,21.5,921.4
"398",19.9603175597225,49.293820537783,"ZAKOPANE",2014,1,-1.1,25.4,912.7
"446",19.9603175597225,49.293820537783,"ZAKOPANE",2014,2,2.1,47.6,913.7
"434",19.9603175597225,49.293820537783,"ZAKOPANE",2014,3,4.1,74.7,916.8
"461",19.9603175597225,49.293820537783,"ZAKOPANE",2014,4,7.1,95.6,915
"471",19.9603175597225,49.293820537783,"ZAKOPANE",2014,5,10.3,345.5,916.2
"494",19.9603175597225,49.293820537783,"ZAKOPANE",2014,6,13.2,78.6,918.7
"395",19.9603175597225,49.293820537783,"ZAKOPANE",2014,7,16,239.2,917.6
"409",19.9603175597225,49.293820537783,"ZAKOPANE",2014,8,14.1,224.4,917.6
"410",19.9603175597225,49.293820537783,"ZAKOPANE",2014,9,11.9,102,920.1
"399",19.9603175597225,49.293820537783,"ZAKOPANE",2014,10,7.7,77.1,920.5
"400",19.9603175597225,49.293820537783,"ZAKOPANE",2014,11,4.6,18.3,918
"280",19.9603175597225,49.293820537783,"ZAKOPANE",2014,12,-1.1,32.6,917.1
"254",19.9603175597225,49.293820537783,"ZAKOPANE",2015,1,-1.3,84.6,913.8
"253",19.9603175597225,49.293820537783,"ZAKOPANE",2015,2,-2.4,49,915.6
"259",19.9603175597225,49.293820537783,"ZAKOPANE",2015,3,1.3,66.9,919.6
"260",19.9603175597225,49.293820537783,"ZAKOPANE",2015,4,5.1,68.9,918
"261",19.9603175597225,49.293820537783,"ZAKOPANE",2015,5,9.9,184,917.5
"357",19.9603175597225,49.293820537783,"ZAKOPANE",2015,6,14.3,83.3,920.9
"358",19.9603175597225,49.293820537783,"ZAKOPANE",2015,7,17.7,63.3,919.6
"359",19.9603175597225,49.293820537783,"ZAKOPANE",2015,8,18.2,35.5,921.4
"360",19.9603175597225,49.293820537783,"ZAKOPANE",2015,9,12.3,160.2,920.1
"361",19.9603175597225,49.293820537783,"ZAKOPANE",2015,10,5.8,60.6,921
"362",19.9603175597225,49.293820537783,"ZAKOPANE",2015,11,3.7,63.3,918.2
"363",19.9603175597225,49.293820537783,"ZAKOPANE",2015,12,1.8,22.5,927.4
"386",19.9603175597225,49.293820537783,"ZAKOPANE",2016,1,-4,20.6,913.4
"390",19.9603175597225,49.293820537783,"ZAKOPANE",2016,2,1.7,107,911.9
"391",19.9603175597225,49.293820537783,"ZAKOPANE",2016,3,1.9,37.8,913.5
"311",19.9603175597225,49.293820537783,"ZAKOPANE",2016,4,6.7,99.8,913.7
"312",19.9603175597225,49.293820537783,"ZAKOPANE",2016,5,10.8,89.3,916
"313",19.9603175597225,49.293820537783,"ZAKOPANE",2016,6,15.4,76.7,917.5
"314",19.9603175597225,49.293820537783,"ZAKOPANE",2016,7,16,325.8,919.9
"315",19.9603175597225,49.293820537783,"ZAKOPANE",2016,8,14.5,182,922.6
"316",19.9603175597225,49.293820537783,"ZAKOPANE",2016,9,12.9,96.9,921.8
"387",19.9603175597225,49.293820537783,"ZAKOPANE",2016,10,4.8,131.9,920.5
"388",19.9603175597225,49.293820537783,"ZAKOPANE",2016,11,1.8,67.5,916.8
"389",19.9603175597225,49.293820537783,"ZAKOPANE",2016,12,-2.5,54.2,925.3
"301",19.9603175597225,49.293820537783,"ZAKOPANE",2017,1,-7.6,15,919.7
"302",19.9603175597225,49.293820537783,"ZAKOPANE",2017,2,-0.2,21.7,917.9
"303",19.9603175597225,49.293820537783,"ZAKOPANE",2017,3,3.6,37.1,916.8
"304",19.9603175597225,49.293820537783,"ZAKOPANE",2017,4,4.6,213.1,916.7
"305",19.9603175597225,49.293820537783,"ZAKOPANE",2017,5,11.1,104.8,918.6
"306",19.9603175597225,49.293820537783,"ZAKOPANE",2017,6,15.8,111.8,917.9
"307",19.9603175597225,49.293820537783,"ZAKOPANE",2017,7,15.8,93.6,918.2
"350",19.9603175597225,49.293820537783,"ZAKOPANE",2017,8,16.9,147.3,921.7
"351",19.9603175597225,49.293820537783,"ZAKOPANE",2017,9,10.8,208.8,917.7
"352",19.9603175597225,49.293820537783,"ZAKOPANE",2017,10,6.8,133.5,918.8
"353",19.9603175597225,49.293820537783,"ZAKOPANE",2017,11,1.2,73.4,915.6
"354",19.9603175597225,49.293820537783,"ZAKOPANE",2017,12,-1,64,913.5
"406",19.9603175597225,49.293820537783,"ZAKOPANE",2018,1,-0.9,21.9,915.5
"339",19.9603175597225,49.293820537783,"ZAKOPANE",2018,2,-6.4,48,914.9
"340",19.9603175597225,49.293820537783,"ZAKOPANE",2018,3,-1.7,28.4,907.2
"341",19.9603175597225,49.293820537783,"ZAKOPANE",2018,4,11.4,33.8,917.4
"342",19.9603175597225,49.293820537783,"ZAKOPANE",2018,5,13.4,87.6,919.2
"343",19.9603175597225,49.293820537783,"ZAKOPANE",2018,6,14.6,206.6,918.1
"344",19.9603175597225,49.293820537783,"ZAKOPANE",2018,7,16.2,255.4,917.6
"345",19.9603175597225,49.293820537783,"ZAKOPANE",2018,8,17.3,104,921.3
"346",19.9603175597225,49.293820537783,"ZAKOPANE",2018,9,12.3,121.7,923.1
"347",19.9603175597225,49.293820537783,"ZAKOPANE",2018,10,8.7,72.6,920.7
"348",19.9603175597225,49.293820537783,"ZAKOPANE",2018,11,3,18.2,921.8
"349",19.9603175597225,49.293820537783,"ZAKOPANE",2018,12,-1.8,65.6,917.1
"481",19.9603175597225,49.293820537783,"ZAKOPANE",2019,1,-5.3,81,909.4
"476",19.9603175597225,49.293820537783,"ZAKOPANE",2019,2,0.4,29.1,921.3
"466",19.9603175597225,49.293820537783,"ZAKOPANE",2019,3,3.4,41.3,916.6
"492",19.9603175597225,49.293820537783,"ZAKOPANE",2019,4,6.9,91,917.2
"470",19.9603175597225,49.293820537783,"ZAKOPANE",2019,5,8.6,163.1,914.4
"458",19.9603175597225,49.293820537783,"ZAKOPANE",2019,6,18.1,115.7,921.5
"433",19.9603175597225,49.293820537783,"ZAKOPANE",2019,7,15.9,97.6,917.5
"444",19.9603175597225,49.293820537783,"ZAKOPANE",2019,8,16.8,189.4,921.2
"432",19.9603175597225,49.293820537783,"ZAKOPANE",2019,9,11.4,75.8,920.8
"484",19.9603175597225,49.293820537783,"ZAKOPANE",2019,10,8.3,56.7,918.9
"498",19.9603175597225,49.293820537783,"ZAKOPANE",2019,11,5.6,126.7,911.3
"491",19.9603175597225,49.293820537783,"ZAKOPANE",2019,12,0,80.2,914.7
"356",19.9603175597225,49.293820537783,"ZAKOPANE",2020,1,-1.6,30.6,922.7
"477",19.9603175597225,49.293820537783,"ZAKOPANE",2020,2,0.5,89.5,914.2
"401",19.9603175597225,49.293820537783,"ZAKOPANE",2020,3,1.5,49.3,917.7
"402",19.9603175597225,49.293820537783,"ZAKOPANE",2020,4,6.5,24.8,919.1
"403",19.9603175597225,49.293820537783,"ZAKOPANE",2020,5,7.9,182.6,918.7
"404",19.9603175597225,49.293820537783,"ZAKOPANE",2020,6,15,144.1,914.9
"392",19.9603175597225,49.293820537783,"ZAKOPANE",2020,7,15.8,121,919.6
"393",19.9603175597225,49.293820537783,"ZAKOPANE",2020,8,17.4,127.7,918.4
"394",19.9603175597225,49.293820537783,"ZAKOPANE",2020,9,12.4,155.5,920.2
"397",19.9603175597225,49.293820537783,"ZAKOPANE",2020,10,7.8,131.1,915.3
"439",19.9603175597225,49.293820537783,"ZAKOPANE",2020,11,2.3,39.2,924.9
"472",19.9603175597225,49.293820537783,"ZAKOPANE",2020,12,0,32.2,913.3
"575",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,1,-10.3,141.6,793.2
"525",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,2,-7.7,97.4,795.1
"510",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,3,-7,205.9,792.3
"516",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,4,0.6,123.6,793.7
"506",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,5,5.1,107.9,801.3
"557",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,6,7,117.1,804.4
"585",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,7,5.8,300.2,797.4
"586",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,8,9.5,87.8,805.1
"587",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,9,4.5,113.9,800.4
"549",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,10,5.4,52.3,802
"536",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,11,-0.5,143.7,794.5
"532",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2000,12,-3.4,83.3,792.8
"528",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,1,-6.6,135.9,793.7
"521",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,2,-8.1,138.4,792
"527",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,3,-4.5,77,788.3
"541",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,4,-2.4,191.4,792.8
"529",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,5,3.8,144.4,799.9
"530",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,6,3.9,416.3,798.5
"683",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,7,8.8,651.4,801.8
"724",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,8,9.5,186.7,804.8
"725",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,9,2.5,327.7,795.8
"604",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,10,4.8,38.5,803.4
"701",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,11,-6.6,206.4,794.2
"702",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2001,12,-10.7,86.2,792.7
"672",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,1,-5.5,46.2,798.5
"606",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,2,-4.7,58.6,793.1
"565",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,3,-4.2,109.7,795.3
"579",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,4,-2.2,75.3,796
"514",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,5,5.8,220.1,800.4
"509",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,6,7.3,313.4,802.4
"507",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,7,10,157.5,802.7
"582",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,8,9.3,224.7,802
"570",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,9,3,183.4,800.1
"571",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,10,-1,183.8,795.1
"559",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,11,-2.2,76.2,792.9
"531",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2002,12,-5.9,63.7,795.1
"667",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,1,-8.3,100.3,789.8
"668",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,2,-10,82.9,794.5
"588",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,3,-6.3,77.2,798.4
"629",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,4,-3.9,125.8,795.3
"590",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,5,6.4,175,802.8
"632",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,6,8.3,101.6,803.1
"591",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,7,8.4,253.9,802.4
"538",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,8,9.7,38.1,804.2
"539",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,9,4.5,123.5,804.2
"553",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,10,-3.5,132.1,793.3
"554",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,11,-0.3,52.3,799.9
"511",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2003,12,-4.7,133.1,795.9
"595",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,1,-11.9,112.7,785.2
"664",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,2,-8.9,188.8,791.6
"692",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,3,-6.1,83.7,796.7
"706",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,4,-1.6,67.3,795.7
"707",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,5,0.1,247.3,796.1
"708",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,6,5.1,144.3,801.4
"627",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,7,7.2,377.7,802.4
"628",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,8,7.9,244.3,801.8
"669",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,9,3.4,56.3,803.1
"630",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,10,2.3,79.3,799.4
"631",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,11,-3.6,218.7,795.7
"605",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2004,12,-4.7,30.9,796.3
"574",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,1,-8.7,177.1,793
"552",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,2,-10.6,97,789.8
"566",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,3,-8.7,82.3,791.5
"567",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,4,-1.4,144.3,796
"663",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,5,3.2,153.4,800
"624",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,6,4.9,247.1,801.9
"733",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,7,8.5,183.2,802
"734",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,8,7,290.1,801.9
"735",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,9,6,85.5,804.1
"535",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,10,2.9,38,804.9
"517",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,11,-3.5,74.7,796.4
"551",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2005,12,-8.4,203.6,790.2
"721",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2006,1,-6.7,39.4,799.2
"727",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2006,2,-10,76.5,788.6
"714",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2006,3,-8,100.2,787.6
"618",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2006,4,-1.2,56.1,795.1
"619",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2006,5,1.6,188.2,799.1
"620",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2006,6,6,330.7,804.1
"526",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2006,7,11.1,89.9,807.5
"540",19.9818189721986,49.2325259538624,"KASPROWY WIERCH",2006,8,6.3,200.5,797
